label,concurrency,worker,session_id,variant,call_index,kind,prompt_tokens,reuse_tokens,output_tokens,t_start_s,ttft_ms,e2e_ms,itl_ms_mean,server_prompt_tokens,server_output_tokens,server_cached_tokens,error
prefix-cache-on/full,2,0,pilot-noguard-full-t1/billing-decimal__gX7CgKR,full,17,agent,3331,3194,39,37.11808603299994,71.6769350000277,1156.012879000059,28.525699078945884,3331,39,3328,
prefix-cache-on/full,2,0,pilot-noguard-full-t1/billing-decimal__gX7CgKR,full,18,agent,3464,3327,39,38.84572948499999,70.06333699996503,1146.7576349999717,28.32447236842259,3464,39,3456,
prefix-cache-on/full,2,0,pilot-noguard-full-t1/billing-decimal__gX7CgKR,full,19,agent,3597,3460,39,40.51644353400002,74.76084999996147,1176.8187850000231,28.990547421053154,3597,39,3584,
prefix-cache-on/full,2,0,pilot-noguard-full-t1/billing-decimal__gX7CgKR,full,20,agent,3730,3593,39,42.30845083600002,79.28858599996147,1207.224096999994,29.672339157894168,3730,39,3728,
prefix-cache-on/full,2,0,pilot-noguard-full-t1/billing-decimal__gX7CgKR,full,21,agent,3863,3726,39,44.143809906,72.37364599995999,1147.7210360000072,28.28521700000034,3863,39,3856,
prefix-cache-on/full,2,0,pilot-noguard-full-t1/billing-decimal__gX7CgKR,full,22,agent,3996,3859,39,45.842101068000034,71.25460399993244,1183.907836000003,29.26848926315834,3996,39,3984,
prefix-cache-on/full,2,0,pilot-noguard-full-t1/billing-decimal__gX7CgKR,full,23,agent,4129,3992,39,47.58065141999998,69.35121399999389,1192.2617230000014,29.534802210527662,4129,39,4128,
prefix-cache-on/full,2,0,pilot-noguard-full-t1/billing-decimal__gX7CgKR,full,24,agent,4262,4125,39,49.29283796200002,75.69435000004887,1215.2490839999928,29.977464631578616,4262,39,4256,
prefix-cache-on/full,2,0,pilot-noguard-full-t1/billing-decimal__gX7CgKR,full,25,agent,4395,4258,39,51.21772640699999,73.43856499994672,1200.6459130000167,29.653154999999444,4395,39,4384,
prefix-cache-on/full,2,0,pilot-noguard-full-t1/billing-decimal__gX7CgKR,full,26,agent,4528,4391,39,52.86223817300004,87.27926200003822,1273.8955910000413,31.216362184211807,4528,39,4512,
prefix-cache-on/full,2,0,pilot-noguard-full-t1/billing-decimal__gX7CgKR,full,27,agent,4661,4524,39,54.586019807999946,82.78096399999413,1251.2396799999124,30.738884394736488,4661,39,4656,
prefix-cache-on/full,2,0,pilot-noguard-full-t1/billing-decimal__gX7CgKR,full,28,agent,4794,4657,39,56.26310127299996,74.39012000008915,1298.6119780000536,32.20378992105117,4794,39,4784,
prefix-cache-on/full,2,0,pilot-noguard-full-t1/billing-decimal__gX7CgKR,full,29,agent,4927,4790,39,58.136736198999984,77.93915300010212,1278.654814000106,31.588892447365723,4927,39,4912,
