label,concurrency,worker,session_id,variant,call_index,kind,prompt_tokens,reuse_tokens,output_tokens,t_start_s,ttft_ms,e2e_ms,itl_ms_mean,server_prompt_tokens,server_output_tokens,server_cached_tokens,error
prefix-cache-on/full,1,0,exp-full-t1/config-deep-merge__YE5k6Xo,full,16,agent,3177,3042,30,93.11357624800002,198.28683700006877,986.4974500000017,27.165807862067187,3177,30,3040,
prefix-cache-on/full,1,0,exp-full-t1/config-deep-merge__YE5k6Xo,full,17,agent,3288,3173,15,94.50192962199998,151.97071099998993,533.578964999947,27.236413214284635,3288,15,3168,
prefix-cache-on/full,2,0,exp-full-t1/billing-decimal__9BUpQ5q,full,0,agent,795,578,23,0.004617654999947263,2105.660002000036,2689.649251999981,26.51656504545227,795,23,784,
prefix-cache-on/full,2,1,exp-full-t1/config-deep-merge__YE5k6Xo,full,0,agent,734,578,23,0.006519211999943764,2103.9727680000624,2687.849019000055,26.51916995454361,734,23,720,
prefix-cache-on/full,2,1,exp-full-t1/config-deep-merge__YE5k6Xo,full,1,agent,952,730,23,2.8709535890000097,57.413255000028585,696.7593460000217,29.036287272726273,952,23,944,
prefix-cache-on/full,2,1,exp-full-t1/config-deep-merge__YE5k6Xo,full,2,agent,1216,948,22,3.705415873999982,82.67654900009802,670.1121390000253,27.947151857141588,1216,22,1200,
prefix-cache-on/full,2,1,exp-full-t1/config-deep-merge__YE5k6Xo,full,3,agent,1409,1212,25,4.514258481999946,87.64957999994749,742.1395659999916,27.249816458336795,1409,25,1408,
prefix-cache-on/full,2,1,exp-full-t1/config-deep-merge__YE5k6Xo,full,4,agent,1543,1405,46,5.4311124809999,76.27055900002233,1320.2580739999803,27.633101933333315,1543,46,1536,
prefix-cache-on/full,2,0,exp-full-t1/billing-decimal__9BUpQ5q,full,1,agent,989,791,153,2.9335401889999275,79.35915099994872,4306.17117700001,27.804383375000516,989,153,976,
prefix-cache-on/full,2,1,exp-full-t1/config-deep-merge__YE5k6Xo,full,5,agent,1614,1539,25,7.149405175999959,63.39067700002943,704.556167000078,26.688670291666956,1614,25,1600,
prefix-cache-on/full,2,0,exp-full-t1/billing-decimal__9BUpQ5q,full,2,agent,1165,985,23,7.620504689999962,69.36450099999547,674.2063859999234,27.462154181819187,1165,23,1152,
prefix-cache-on/full,2,1,exp-full-t1/config-deep-merge__YE5k6Xo,full,6,agent,1796,1610,30,8.071436702999904,80.92154600001322,900.8385060000137,28.250749724140313,1796,30,1792,
prefix-cache-on/full,2,1,exp-full-t1/config-deep-merge__YE5k6Xo,full,7,agent,1870,1792,21,9.455639670999972,74.99083499999415,622.3800799999708,27.338919800001804,1870,21,1856,
prefix-cache-on/full,2,0,exp-full-t1/billing-decimal__9BUpQ5q,full,3,agent,1524,1161,63,8.717625659999953,89.09903900007521,1801.0062110000717,27.605583532256848,1524,63,1520,
prefix-cache-on/full,2,1,exp-full-t1/config-deep-merge__YE5k6Xo,full,8,agent,2005,1866,24,10.226733869999975,66.94935199993779,660.648507000019,25.80138113043394,2005,24,2000,
prefix-cache-on/full,2,0,exp-full-t1/billing-decimal__9BUpQ5q,full,4,agent,1621,1520,23,10.986889702999974,59.3107309999823,676.589722000017,28.0328565909103,1621,23,1616,
prefix-cache-on/full,2,1,exp-full-t1/config-deep-merge__YE5k6Xo,full,9,agent,2122,2001,21,11.046266697999954,86.47666299998491,632.6099330000261,27.288851849999674,2122,21,2112,
prefix-cache-on/full,2,1,exp-full-t1/config-deep-merge__YE5k6Xo,full,10,agent,2284,2118,23,11.854410742999903,58.43800699994972,622.5528749999967,25.61959209091149,2284,23,2272,
prefix-cache-on/full,2,1,exp-full-t1/config-deep-merge__YE5k6Xo,full,11,agent,2429,2280,24,12.666502637999997,61.82774499995958,686.8078399999149,27.159445391302853,2429,24,2416,
prefix-cache-on/full,2,1,exp-full-t1/config-deep-merge__YE5k6Xo,full,12,agent,2521,2425,30,13.528946131999987,63.79434500001935,928.4585110000307,29.802974655173532,2521,30,2512,
prefix-cache-on/full,2,0,exp-full-t1/billing-decimal__9BUpQ5q,full,5,agent,1980,1617,62,13.729344573999924,85.37902699993083,1879.7677009999916,29.406064885245645,1980,62,1968,
prefix-cache-on/full,2,1,exp-full-t1/config-deep-merge__YE5k6Xo,full,13,agent,2710,2517,24,14.946516073999987,82.19287800000075,762.4227539999993,29.5612884347856,2710,24,2704,
prefix-cache-on/full,2,1,exp-full-t1/config-deep-merge__YE5k6Xo,full,14,agent,2864,2706,25,15.890545748999898,63.00215900000694,706.9683330000771,26.809604374998724,2864,25,2848,
prefix-cache-on/full,2,0,exp-full-t1/billing-decimal__9BUpQ5q,full,6,agent,2123,1976,23,16.784171718999914,65.0135070000033,765.6333620000169,31.820520727271948,2123,23,2112,
prefix-cache-on/full,2,0,exp-full-t1/billing-decimal__9BUpQ5q,full,7,agent,2482,2119,62,18.111598818999937,93.3601340000223,2139.7215309999638,33.5378827704912,2482,62,2480,
prefix-cache-on/full,2,1,exp-full-t1/config-deep-merge__YE5k6Xo,full,15,agent,3046,2860,106,16.83450720499991,69.84179300002324,3441.052351000053,32.104116152381074,3046,106,3040,
prefix-cache-on/full,2,1,exp-full-t1/config-deep-merge__YE5k6Xo,full,16,agent,3177,3042,30,20.653317887999947,67.91039600000204,981.6895999999815,31.49037710344491,3177,30,3168,
prefix-cache-on/full,2,0,exp-full-t1/billing-decimal__9BUpQ5q,full,8,agent,2625,2478,23,20.902337946999978,69.01014599998234,778.5753050000039,32.23683040909009,2625,23,2624,
prefix-cache-on/full,2,1,exp-full-t1/config-deep-merge__YE5k6Xo,full,17,agent,3288,3173,15,22.036349900000005,68.11279700002615,442.4084430000903,26.71157249999721,3288,15,3280,
prefix-cache-on/full,2,1,exp-full-t1/csv-report-totals__TPBnSPN,full,0,agent,711,578,21,22.479627822999987,71.23687199998585,605.6152529999963,26.688706300001286,711,21,576,
prefix-cache-on/full,2,1,exp-full-t1/csv-report-totals__TPBnSPN,full,1,agent,991,707,23,23.311087971000006,189.19231299992134,852.9555279999386,30.145117681818398,991,23,704,
prefix-cache-on/full,2,0,exp-full-t1/billing-decimal__9BUpQ5q,full,9,agent,2984,2621,62,22.96043019399997,71.86121400002321,2067.0350569999982,32.7016675081961,2984,62,2976,
prefix-cache-on/full,2,1,exp-full-t1/csv-report-totals__TPBnSPN,full,2,agent,1153,987,24,24.340571562999912,159.81733699993583,821.8024159999686,28.769268826087444,1153,24,976,
prefix-cache-on/full,2,1,exp-full-t1/csv-report-totals__TPBnSPN,full,3,agent,1415,1149,25,25.722012311999947,168.14792800005307,790.4998010000099,25.917905499999467,1415,25,1136,
prefix-cache-on/full,2,0,exp-full-t1/billing-decimal__9BUpQ5q,full,10,agent,3127,2980,23,26.75610982799992,61.24293899995337,801.5170029999581,33.622284590912635,3127,23,3120,
prefix-cache-on/full,2,1,exp-full-t1/csv-report-totals__TPBnSPN,full,4,agent,1487,1411,52,26.832542582999963,118.14166500005285,1558.8334400000576,28.243020058822616,1487,52,1408,
prefix-cache-on/full,2,1,exp-full-t1/csv-report-totals__TPBnSPN,full,5,agent,1560,1483,24,28.653984683999965,84.31475800000499,662.0200989999603,25.097374173909607,1560,24,1472,
prefix-cache-on/full,2,1,exp-full-t1/csv-report-totals__TPBnSPN,full,6,agent,1665,1556,15,30.315809980999916,169.76051500000722,635.8666620000122,33.24882757142892,1665,15,1552,
prefix-cache-on/full,2,0,exp-full-t1/billing-decimal__9BUpQ5q,full,11,agent,3486,3123,62,29.653717346999997,67.53012800004399,2086.18960900003,33.08555314753985,3486,62,3472,
prefix-cache-on/full,2,1,exp-full-t1/daterange-inclusive__cWK6zQt,full,0,agent,721,578,23,30.95462066899995,155.8978709999792,819.9795799999947,30.16893650000053,721,23,576,
prefix-cache-on/full,2,0,exp-full-t1/billing-decimal__9BUpQ5q,full,12,agent,3629,3482,23,32.75680702799991,77.56914300000517,787.4196159999656,32.235210090908076,3629,23,3616,
prefix-cache-on/full,2,1,exp-full-t1/daterange-inclusive__cWK6zQt,full,1,agent,926,717,60,32.392419271999984,105.42744800000037,1869.6213460000308,29.892213881354973,926,60,704,
prefix-cache-on/full,2,1,exp-full-t1/daterange-inclusive__cWK6zQt,full,2,agent,1009,922,31,34.73093900599997,136.62997799997356,1151.5107189999298,33.81115153333288,1009,31,912,
prefix-cache-on/full,2,0,exp-full-t1/billing-decimal__9BUpQ5q,full,13,agent,3988,3625,62,33.91467470800001,91.38168200001928,2120.4353389999824,33.25706901639254,3988,62,3984,
prefix-cache-on/full,2,0,exp-full-t1/billing-decimal__9BUpQ5q,full,14,agent,4131,3984,23,36.408362775,67.3402879999685,1092.9975059999606,46.59762468182035,4131,23,4128,
prefix-cache-on/full,2,1,exp-full-t1/daterange-inclusive__cWK6zQt,full,3,agent,1548,1005,38,36.583956941,386.386438000045,1635.3542550000384,33.74443289189114,1548,38,992,
prefix-cache-on/full,2,0,exp-full-t1/billing-decimal__9BUpQ5q,full,15,agent,4490,4127,62,37.728456782999956,93.60144400000081,2356.8633529999943,37.09173629508247,4490,62,4480,
